subject_id,student_id,assessment_type,marks_obtained,id
SB000049,ST000364,UT-2,68,MR007862
SB000049,ST000364,UT-3,54,MR007863
SB000049,ST000364,HY,67,MR007864
SB000049,ST000364,FA,66,MR007865
SB000050,ST000364,UT-1,28,MR007866
SB000050,ST000364,UT-2,74,MR007867
SB000050,ST000364,UT-3,15,MR007868
SB000050,ST000364,HY,30,MR007869
SB000050,ST000364,FA,99,MR007870
SB000048,ST000365,UT-1,63,MR007871
SB000048,ST000365,UT-2,13,MR007872
SB000048,ST000365,UT-3,46,MR007873
SB000048,ST000365,HY,42,MR007874
SB000048,ST000365,FA,13,MR007875
SB000049,ST000365,UT-1,57,MR007876
SB000049,ST000365,UT-2,22,MR007877
SB000049,ST000365,UT-3,44,MR007878
SB000049,ST000365,HY,43,MR007879
SB000049,ST000365,FA,35,MR007880
SB000050,ST000365,UT-1,31,MR007881
SB000050,ST000365,UT-2,57,MR007882
SB000050,ST000365,UT-3,5,MR007883
SB000050,ST000365,HY,28,MR007884
SB000050,ST000365,FA,80,MR007885
SB000048,ST000366,UT-1,86,MR007886
SB000048,ST000366,UT-2,44,MR007887
SB000048,ST000366,UT-3,97,MR007888
SB000048,ST000366,HY,2,MR007889
SB000048,ST000366,FA,31,MR007890
SB000049,ST000366,UT-1,26,MR007891
SB000049,ST000366,UT-2,69,MR007892
SB000049,ST000366,UT-3,50,MR007893
SB000049,ST000366,HY,29,MR007894
SB000049,ST000366,FA,89,MR007895
SB000050,ST000366,UT-1,33,MR007896
SB000050,ST000366,UT-2,61,MR007897
SB000050,ST000366,UT-3,26,MR007898
SB000050,ST000366,HY,73,MR007899
SB000050,ST000366,FA,43,MR007900
SB000048,ST000367,UT-1,13,MR007901
SB000048,ST000367,UT-2,8,MR007902
SB000048,ST000367,UT-3,80,MR007903
SB000048,ST000367,HY,86,MR007904
SB000048,ST000367,FA,50,MR007905
SB000049,ST000367,UT-1,8,MR007906
SB000049,ST000367,UT-2,34,MR007907
SB000049,ST000367,UT-3,79,MR007908
SB000049,ST000367,HY,81,MR007909
SB000049,ST000367,FA,75,MR007910
SB000050,ST000367,UT-1,35,MR007911
SB000050,ST000367,UT-2,35,MR007912
SB000050,ST000367,UT-3,50,MR007913
SB000050,ST000367,HY,98,MR007914
SB000050,ST000367,FA,62,MR007915
SB000048,ST000368,UT-1,82,MR007916
SB000048,ST000368,UT-2,65,MR007917
SB000048,ST000368,UT-3,96,MR007918
SB000048,ST000368,HY,48,MR007919
SB000048,ST000368,FA,46,MR007920
SB000049,ST000368,UT-1,51,MR007921
SB000049,ST000368,UT-2,66,MR007922
SB000049,ST000368,UT-3,63,MR007923
SB000049,ST000368,HY,95,MR007924
SB000049,ST000368,FA,5,MR007925
SB000050,ST000368,UT-1,63,MR007926
SB000050,ST000368,UT-2,90,MR007927
SB000050,ST000368,UT-3,73,MR007928
SB000050,ST000368,HY,68,MR007929
SB000050,ST000368,FA,65,MR007930
SB000048,ST000369,UT-1,38,MR007931
SB000048,ST000369,UT-2,54,MR007932
SB000048,ST000369,UT-3,24,MR007933
SB000048,ST000369,HY,25,MR007934
SB000048,ST000369,FA,29,MR007935
SB000049,ST000369,UT-1,56,MR007936
SB000049,ST000369,UT-2,18,MR007937
SB000049,ST000369,UT-3,93,MR007938
SB000049,ST000369,HY,43,MR007939
SB000049,ST000369,FA,93,MR007940
SB000050,ST000369,UT-1,16,MR007941
SB000050,ST000369,UT-2,65,MR007942
SB000050,ST000369,UT-3,55,MR007943
SB000050,ST000369,HY,95,MR007944
SB000050,ST000369,FA,99,MR007945
SB000048,ST000370,UT-1,98,MR007946
SB000048,ST000370,UT-2,90,MR007947
SB000048,ST000370,UT-3,67,MR007948
SB000048,ST000370,HY,99,MR007949
SB000048,ST000370,FA,8,MR007950
SB000049,ST000370,UT-1,49,MR007951
SB000049,ST000370,UT-2,14,MR007952
SB000049,ST000370,UT-3,95,MR007953
SB000049,ST000370,HY,76,MR007954
SB000049,ST000370,FA,69,MR007955
SB000050,ST000370,UT-1,1,MR007956
SB000050,ST000370,UT-2,44,MR007957
SB000050,ST000370,UT-3,61,MR007958
SB000050,ST000370,HY,41,MR007959
SB000050,ST000370,FA,53,MR007960
SB000048,ST000371,UT-1,68,MR007961
SB000048,ST000371,UT-2,61,MR007962
SB000048,ST000371,UT-3,73,MR007963
SB000048,ST000371,HY,52,MR007964
SB000048,ST000371,FA,61,MR007965
SB000049,ST000371,UT-1,0,MR007966
SB000049,ST000371,UT-2,39,MR007967
SB000049,ST000371,UT-3,41,MR007968
SB000049,ST000371,HY,91,MR007969
SB000049,ST000371,FA,57,MR007970
SB000050,ST000371,UT-1,20,MR007971
SB000050,ST000371,UT-2,87,MR007972
SB000050,ST000371,UT-3,58,MR007973
SB000050,ST000371,HY,26,MR007974
SB000050,ST000371,FA,48,MR007975
SB000048,ST000372,UT-1,76,MR007976
SB000048,ST000372,UT-2,26,MR007977
SB000048,ST000372,UT-3,70,MR007978
SB000048,ST000372,HY,77,MR007979
SB000048,ST000372,FA,44,MR007980
SB000049,ST000372,UT-1,56,MR007981
SB000049,ST000372,UT-2,19,MR007982
SB000049,ST000372,UT-3,61,MR007983
SB000049,ST000372,HY,5,MR007984
SB000049,ST000372,FA,58,MR007985
SB000050,ST000372,UT-1,49,MR007986
SB000050,ST000372,UT-2,8,MR007987
SB000050,ST000372,UT-3,82,MR007988
SB000050,ST000372,HY,91,MR007989
SB000050,ST000372,FA,11,MR007990
SB000048,ST000373,UT-1,38,MR007991
SB000048,ST000373,UT-2,51,MR007992
SB000048,ST000373,UT-3,85,MR007993
SB000048,ST000373,HY,89,MR007994
SB000048,ST000373,FA,92,MR007995
SB000049,ST000373,UT-1,87,MR007996
SB000049,ST000373,UT-2,22,MR007997
SB000049,ST000373,UT-3,24,MR007998
SB000049,ST000373,HY,0,MR007999
SB000049,ST000373,FA,71,MR008000
SB000050,ST000373,UT-1,5,MR008001
SB000050,ST000373,UT-2,98,MR008002
SB000050,ST000373,UT-3,73,MR008003
SB000050,ST000373,HY,67,MR008004
SB000050,ST000373,FA,65,MR008005
SB000048,ST000374,UT-1,37,MR008006
SB000048,ST000374,UT-2,46,MR008007
SB000048,ST000374,UT-3,22,MR008008
SB000048,ST000374,HY,59,MR008009
SB000048,ST000374,FA,0,MR008010
SB000049,ST000374,UT-1,16,MR008011
SB000049,ST000374,UT-2,77,MR008012
SB000049,ST000374,UT-3,86,MR008013
SB000049,ST000374,HY,56,MR008014
SB000049,ST000374,FA,84,MR008015
SB000050,ST000374,UT-1,77,MR008016
SB000050,ST000374,UT-2,42,MR008017
SB000050,ST000374,UT-3,86,MR008018
SB000050,ST000374,HY,29,MR008019
SB000050,ST000374,FA,32,MR008020
SB000048,ST000375,UT-1,3,MR008021
SB000048,ST000375,UT-2,77,MR008022
SB000048,ST000375,UT-3,31,MR008023
SB000048,ST000375,HY,2,MR008024
SB000048,ST000375,FA,93,MR008025
SB000049,ST000375,UT-1,91,MR008026
SB000049,ST000375,UT-2,72,MR008027
SB000049,ST000375,UT-3,6,MR008028
SB000049,ST000375,HY,21,MR008029
SB000049,ST000375,FA,6,MR008030
SB000050,ST000375,UT-1,22,MR008031
SB000050,ST000375,UT-2,58,MR008032
SB000050,ST000375,UT-3,3,MR008033
SB000050,ST000375,HY,2,MR008034
SB000050,ST000375,FA,16,MR008035
SB000048,ST000376,UT-1,38,MR008036
SB000048,ST000376,UT-2,61,MR008037
SB000048,ST000376,UT-3,98,MR008038
SB000048,ST000376,HY,35,MR008039
SB000048,ST000376,FA,49,MR008040
SB000049,ST000376,UT-1,45,MR008041
SB000049,ST000376,UT-2,22,MR008042
SB000049,ST000376,UT-3,65,MR008043
SB000049,ST000376,HY,43,MR008044
SB000049,ST000376,FA,1,MR008045
SB000050,ST000376,UT-1,51,MR008046
SB000050,ST000376,UT-2,23,MR008047
SB000050,ST000376,UT-3,60,MR008048
SB000050,ST000376,HY,41,MR008049
SB000050,ST000376,FA,72,MR008050
SB000048,ST000377,UT-1,84,MR008051
SB000048,ST000377,UT-2,70,MR008052
SB000048,ST000377,UT-3,84,MR008053
SB000048,ST000377,HY,82,MR008054
SB000048,ST000377,FA,59,MR008055
SB000049,ST000377,UT-1,27,MR008056
SB000049,ST000377,UT-2,17,MR008057
SB000049,ST000377,UT-3,5,MR008058
SB000049,ST000377,HY,74,MR008059
SB000049,ST000377,FA,94,MR008060
SB000050,ST000377,UT-1,73,MR008061
SB000050,ST000377,UT-2,66,MR008062
SB000050,ST000377,UT-3,11,MR008063
SB000050,ST000377,HY,13,MR008064
SB000050,ST000377,FA,30,MR008065
SB000048,ST000378,UT-1,90,MR008066
SB000048,ST000378,UT-2,50,MR008067
SB000048,ST000378,UT-3,85,MR008068
SB000048,ST000378,HY,35,MR008069
SB000048,ST000378,FA,32,MR008070
SB000049,ST000378,UT-1,94,MR008071
SB000049,ST000378,UT-2,19,MR008072
SB000049,ST000378,UT-3,83,MR008073
SB000049,ST000378,HY,31,MR008074
SB000049,ST000378,FA,51,MR008075
SB000050,ST000378,UT-1,71,MR008076
SB000050,ST000378,UT-2,32,MR008077
SB000050,ST000378,UT-3,10,MR008078
SB000050,ST000378,HY,36,MR008079
SB000050,ST000378,FA,56,MR008080
SB000048,ST000379,UT-1,71,MR008081
SB000048,ST000379,UT-2,38,MR008082
SB000048,ST000379,UT-3,67,MR008083
SB000048,ST000379,HY,65,MR008084
SB000048,ST000379,FA,2,MR008085
SB000049,ST000379,UT-1,99,MR008086
SB000049,ST000379,UT-2,55,MR008087
SB000049,ST000379,UT-3,2,MR008088
SB000049,ST000379,HY,39,MR008089
SB000049,ST000379,FA,40,MR008090
SB000050,ST000379,UT-1,28,MR008091
SB000050,ST000379,UT-2,34,MR008092
SB000050,ST000379,UT-3,53,MR008093
SB000050,ST000379,HY,78,MR008094
SB000050,ST000379,FA,17,MR008095
SB000048,ST000380,UT-1,67,MR008096
SB000048,ST000380,UT-2,61,MR008097
SB000048,ST000380,UT-3,48,MR008098
SB000048,ST000380,HY,0,MR008099
SB000048,ST000380,FA,79,MR008100
SB000049,ST000380,UT-1,21,MR008101
SB000049,ST000380,UT-2,96,MR008102
SB000049,ST000380,UT-3,57,MR008103
SB000049,ST000380,HY,42,MR008104
SB000049,ST000380,FA,68,MR008105
SB000050,ST000380,UT-1,8,MR008106
SB000050,ST000380,UT-2,85,MR008107
SB000050,ST000380,UT-3,82,MR008108
SB000050,ST000380,HY,84,MR008109
SB000050,ST000380,FA,1,MR008110
SB000048,ST000381,UT-1,0,MR008111
SB000048,ST000381,UT-2,61,MR008112
SB000048,ST000381,UT-3,41,MR008113
SB000048,ST000381,HY,64,MR008114
SB000048,ST000381,FA,77,MR008115
SB000049,ST000381,UT-1,2,MR008116
SB000049,ST000381,UT-2,66,MR008117
SB000049,ST000381,UT-3,25,MR008118
SB000049,ST000381,HY,46,MR008119
SB000049,ST000381,FA,61,MR008120
SB000050,ST000381,UT-1,46,MR008121
SB000050,ST000381,UT-2,34,MR008122
SB000050,ST000381,UT-3,33,MR008123
SB000050,ST000381,HY,79,MR008124
SB000050,ST000381,FA,82,MR008125
SB000048,ST000382,UT-1,5,MR008126
SB000048,ST000382,UT-2,83,MR008127
SB000048,ST000382,UT-3,29,MR008128
SB000048,ST000382,HY,22,MR008129
SB000048,ST000382,FA,94,MR008130
SB000049,ST000382,UT-1,87,MR008131
SB000049,ST000382,UT-2,67,MR008132
SB000049,ST000382,UT-3,48,MR008133
SB000049,ST000382,HY,74,MR008134
SB000049,ST000382,FA,92,MR008135
SB000050,ST000382,UT-1,64,MR008136
SB000050,ST000382,UT-2,21,MR008137
SB000050,ST000382,UT-3,41,MR008138
SB000050,ST000382,HY,39,MR008139
SB000050,ST000382,FA,58,MR008140
SB000051,ST000383,UT-1,24,MR008141
SB000051,ST000383,UT-2,9,MR008142
SB000051,ST000383,UT-3,89,MR008143
SB000051,ST000383,HY,52,MR008144
SB000051,ST000383,FA,36,MR008145
SB000052,ST000383,UT-1,84,MR008146
SB000052,ST000383,UT-2,65,MR008147
SB000052,ST000383,UT-3,5,MR008148
SB000052,ST000383,HY,7,MR008149
SB000052,ST000383,FA,45,MR008150
SB000053,ST000383,UT-1,6,MR008151
SB000053,ST000383,UT-2,67,MR008152
SB000053,ST000383,UT-3,76,MR008153
SB000053,ST000383,HY,60,MR008154
SB000053,ST000383,FA,3,MR008155
SB000051,ST000384,UT-1,46,MR008156
SB000051,ST000384,UT-2,61,MR008157
SB000051,ST000384,UT-3,19,MR008158
SB000051,ST000384,HY,8,MR008159
SB000051,ST000384,FA,97,MR008160
SB000052,ST000384,UT-1,64,MR008161
SB000052,ST000384,UT-2,24,MR008162
SB000052,ST000384,UT-3,98,MR008163
SB000052,ST000384,HY,89,MR008164
SB000052,ST000384,FA,81,MR008165
SB000053,ST000384,UT-1,4,MR008166
SB000053,ST000384,UT-2,73,MR008167
SB000053,ST000384,UT-3,68,MR008168
SB000053,ST000384,HY,52,MR008169
SB000053,ST000384,FA,18,MR008170
SB000051,ST000385,UT-1,73,MR008171
SB000051,ST000385,UT-2,58,MR008172
SB000051,ST000385,UT-3,33,MR008173
SB000051,ST000385,HY,96,MR008174
SB000051,ST000385,FA,45,MR008175
SB000052,ST000385,UT-1,89,MR008176
SB000052,ST000385,UT-2,8,MR008177
SB000052,ST000385,UT-3,68,MR008178
SB000052,ST000385,HY,92,MR008179
SB000052,ST000385,FA,57,MR008180
SB000053,ST000385,UT-1,33,MR008181
SB000053,ST000385,UT-2,44,MR008182
SB000053,ST000385,UT-3,67,MR008183
SB000053,ST000385,HY,100,MR008184
SB000053,ST000385,FA,23,MR008185
SB000051,ST000386,UT-1,13,MR008186
SB000051,ST000386,UT-2,76,MR008187
SB000051,ST000386,UT-3,14,MR008188
SB000051,ST000386,HY,61,MR008189
SB000051,ST000386,FA,32,MR008190
SB000052,ST000386,UT-1,1,MR008191
SB000052,ST000386,UT-2,53,MR008192
SB000052,ST000386,UT-3,0,MR008193
SB000052,ST000386,HY,77,MR008194
SB000052,ST000386,FA,30,MR008195
SB000053,ST000386,UT-1,23,MR008196
SB000053,ST000386,UT-2,13,MR008197
SB000053,ST000386,UT-3,97,MR008198
SB000053,ST000386,HY,100,MR008199
SB000053,ST000386,FA,58,MR008200
SB000051,ST000387,UT-1,32,MR008201
SB000051,ST000387,UT-2,5,MR008202
SB000051,ST000387,UT-3,54,MR008203
SB000051,ST000387,HY,84,MR008204
SB000051,ST000387,FA,15,MR008205
SB000052,ST000387,UT-1,41,MR008206
SB000052,ST000387,UT-2,37,MR008207
SB000052,ST000387,UT-3,49,MR008208
SB000052,ST000387,HY,49,MR008209
SB000052,ST000387,FA,67,MR008210
SB000053,ST000387,UT-1,61,MR008211
SB000053,ST000387,UT-2,48,MR008212
SB000053,ST000387,UT-3,46,MR008213
SB000053,ST000387,HY,87,MR008214
SB000053,ST000387,FA,64,MR008215
SB000051,ST000388,UT-1,40,MR008216
SB000051,ST000388,UT-2,32,MR008217
SB000051,ST000388,UT-3,76,MR008218
SB000051,ST000388,HY,91,MR008219
SB000051,ST000388,FA,56,MR008220
SB000052,ST000388,UT-1,35,MR008221
SB000052,ST000388,UT-2,30,MR008222
SB000052,ST000388,UT-3,18,MR008223
SB000052,ST000388,HY,77,MR008224
SB000052,ST000388,FA,94,MR008225
SB000053,ST000388,UT-1,17,MR008226
SB000053,ST000388,UT-2,65,MR008227
SB000053,ST000388,UT-3,35,MR008228
SB000053,ST000388,HY,96,MR008229
SB000053,ST000388,FA,52,MR008230
SB000051,ST000389,UT-1,23,MR008231
SB000051,ST000389,UT-2,64,MR008232
SB000051,ST000389,UT-3,3,MR008233
SB000051,ST000389,HY,33,MR008234
SB000051,ST000389,FA,58,MR008235
SB000052,ST000389,UT-1,76,MR008236
SB000052,ST000389,UT-2,4,MR008237
SB000052,ST000389,UT-3,25,MR008238
SB000052,ST000389,HY,76,MR008239
SB000052,ST000389,FA,75,MR008240
SB000053,ST000389,UT-1,64,MR008241
SB000053,ST000389,UT-2,38,MR008242
SB000053,ST000389,UT-3,72,MR008243
SB000053,ST000389,HY,85,MR008244
SB000053,ST000389,FA,57,MR008245
SB000051,ST000390,UT-1,48,MR008246
SB000051,ST000390,UT-2,63,MR008247
SB000051,ST000390,UT-3,1,MR008248
SB000051,ST000390,HY,88,MR008249
SB000051,ST000390,FA,43,MR008250
SB000052,ST000390,UT-1,29,MR008251
SB000052,ST000390,UT-2,50,MR008252
SB000052,ST000390,UT-3,35,MR008253
SB000052,ST000390,HY,45,MR008254
SB000052,ST000390,FA,83,MR008255
SB000053,ST000390,UT-1,42,MR008256
SB000053,ST000390,UT-2,53,MR008257
SB000053,ST000390,UT-3,15,MR008258
SB000053,ST000390,HY,36,MR008259
SB000053,ST000390,FA,48,MR008260
SB000051,ST000391,UT-1,90,MR008261
SB000051,ST000391,UT-2,22,MR008262
SB000051,ST000391,UT-3,84,MR008263
SB000051,ST000391,HY,64,MR008264
SB000051,ST000391,FA,19,MR008265
SB000052,ST000391,UT-1,35,MR008266
SB000052,ST000391,UT-2,13,MR008267
SB000052,ST000391,UT-3,69,MR008268
SB000052,ST000391,HY,61,MR008269
SB000052,ST000391,FA,40,MR008270
SB000053,ST000391,UT-1,10,MR008271
SB000053,ST000391,UT-2,63,MR008272
SB000053,ST000391,UT-3,61,MR008273
SB000053,ST000391,HY,17,MR008274
SB000053,ST000391,FA,79,MR008275
SB000051,ST000392,UT-1,68,MR008276
SB000051,ST000392,UT-2,23,MR008277
SB000051,ST000392,UT-3,88,MR008278
SB000051,ST000392,HY,40,MR008279
SB000051,ST000392,FA,9,MR008280
SB000052,ST000392,UT-1,4,MR008281
SB000052,ST000392,UT-2,35,MR008282
SB000052,ST000392,UT-3,63,MR008283
SB000052,ST000392,HY,94,MR008284
SB000052,ST000392,FA,66,MR008285
SB000053,ST000392,UT-1,18,MR008286
SB000053,ST000392,UT-2,96,MR008287
SB000053,ST000392,UT-3,18,MR008288
SB000053,ST000392,HY,27,MR008289
SB000053,ST000392,FA,96,MR008290
SB000051,ST000393,UT-1,31,MR008291
SB000051,ST000393,UT-2,88,MR008292
SB000051,ST000393,UT-3,58,MR008293
SB000051,ST000393,HY,5,MR008294
SB000051,ST000393,FA,50,MR008295
SB000052,ST000393,UT-1,9,MR008296
SB000052,ST000393,UT-2,83,MR008297
SB000052,ST000393,UT-3,94,MR008298
SB000052,ST000393,HY,22,MR008299
SB000052,ST000393,FA,62,MR008300
SB000053,ST000393,UT-1,44,MR008301
SB000053,ST000393,UT-2,77,MR008302
SB000053,ST000393,UT-3,6,MR008303
SB000053,ST000393,HY,7,MR008304
SB000053,ST000393,FA,58,MR008305
SB000051,ST000394,UT-1,31,MR008306
SB000051,ST000394,UT-2,25,MR008307
SB000051,ST000394,UT-3,4,MR008308
SB000051,ST000394,HY,70,MR008309
SB000051,ST000394,FA,38,MR008310
SB000052,ST000394,UT-1,55,MR008311
SB000052,ST000394,UT-2,75,MR008312
SB000052,ST000394,UT-3,97,MR008313
SB000052,ST000394,HY,72,MR008314
SB000052,ST000394,FA,57,MR008315
SB000053,ST000394,UT-1,8,MR008316
SB000053,ST000394,UT-2,50,MR008317
SB000053,ST000394,UT-3,67,MR008318
SB000053,ST000394,HY,30,MR008319
SB000053,ST000394,FA,69,MR008320
SB000051,ST000395,UT-1,60,MR008321
SB000051,ST000395,UT-2,18,MR008322
SB000051,ST000395,UT-3,25,MR008323
SB000051,ST000395,HY,68,MR008324
SB000051,ST000395,FA,59,MR008325
SB000052,ST000395,UT-1,98,MR008326
SB000052,ST000395,UT-2,56,MR008327
SB000052,ST000395,UT-3,69,MR008328
SB000052,ST000395,HY,70,MR008329
SB000052,ST000395,FA,46,MR008330
SB000053,ST000395,UT-1,38,MR008331
SB000053,ST000395,UT-2,93,MR008332
SB000053,ST000395,UT-3,25,MR008333
SB000053,ST000395,HY,86,MR008334
SB000053,ST000395,FA,68,MR008335
SB000051,ST000396,UT-1,87,MR008336
SB000051,ST000396,UT-2,76,MR008337
SB000051,ST000396,UT-3,47,MR008338
SB000051,ST000396,HY,46,MR008339
SB000051,ST000396,FA,83,MR008340
SB000052,ST000396,UT-1,58,MR008341
SB000052,ST000396,UT-2,10,MR008342
SB000052,ST000396,UT-3,100,MR008343
SB000052,ST000396,HY,4,MR008344
SB000052,ST000396,FA,72,MR008345
SB000053,ST000396,UT-1,51,MR008346
SB000053,ST000396,UT-2,75,MR008347
SB000053,ST000396,UT-3,48,MR008348
SB000053,ST000396,HY,74,MR008349
SB000053,ST000396,FA,1,MR008350
SB000051,ST000397,UT-1,58,MR008351
SB000051,ST000397,UT-2,55,MR008352
SB000051,ST000397,UT-3,22,MR008353
SB000051,ST000397,HY,42,MR008354
SB000051,ST000397,FA,33,MR008355
SB000052,ST000397,UT-1,26,MR008356
SB000052,ST000397,UT-2,46,MR008357
SB000052,ST000397,UT-3,34,MR008358
SB000052,ST000397,HY,73,MR008359
SB000052,ST000397,FA,77,MR008360
SB000053,ST000397,UT-1,17,MR008361
SB000053,ST000397,UT-2,34,MR008362
SB000053,ST000397,UT-3,65,MR008363
SB000053,ST000397,HY,16,MR008364
SB000053,ST000397,FA,43,MR008365
SB000051,ST000398,UT-1,32,MR008366
SB000051,ST000398,UT-2,63,MR008367
SB000051,ST000398,UT-3,38,MR008368
SB000051,ST000398,HY,16,MR008369
SB000051,ST000398,FA,61,MR008370
SB000052,ST000398,UT-1,72,MR008371
SB000052,ST000398,UT-2,98,MR008372
SB000052,ST000398,UT-3,44,MR008373
SB000052,ST000398,HY,7,MR008374
SB000052,ST000398,FA,24,MR008375
SB000053,ST000398,UT-1,78,MR008376
SB000053,ST000398,UT-2,99,MR008377
SB000053,ST000398,UT-3,19,MR008378
SB000053,ST000398,HY,86,MR008379
SB000053,ST000398,FA,83,MR008380
SB000051,ST000399,UT-1,0,MR008381
SB000051,ST000399,UT-2,62,MR008382
SB000051,ST000399,UT-3,43,MR008383
SB000051,ST000399,HY,37,MR008384
SB000051,ST000399,FA,87,MR008385
SB000052,ST000399,UT-1,0,MR008386
SB000052,ST000399,UT-2,71,MR008387
SB000052,ST000399,UT-3,43,MR008388
SB000052,ST000399,HY,86,MR008389
SB000052,ST000399,FA,92,MR008390
SB000053,ST000399,UT-1,27,MR008391
SB000053,ST000399,UT-2,24,MR008392
SB000053,ST000399,UT-3,24,MR008393
SB000053,ST000399,HY,47,MR008394
SB000053,ST000399,FA,86,MR008395
SB000051,ST000400,UT-1,76,MR008396
SB000051,ST000400,UT-2,25,MR008397
SB000051,ST000400,UT-3,42,MR008398
SB000051,ST000400,HY,44,MR008399
SB000051,ST000400,FA,16,MR008400
SB000052,ST000400,UT-1,54,MR008401
SB000052,ST000400,UT-2,9,MR008402
SB000052,ST000400,UT-3,45,MR008403
SB000052,ST000400,HY,30,MR008404
SB000052,ST000400,FA,45,MR008405
SB000053,ST000400,UT-1,78,MR008406
SB000053,ST000400,UT-2,79,MR008407
SB000053,ST000400,UT-3,86,MR008408
SB000053,ST000400,HY,81,MR008409
SB000053,ST000400,FA,25,MR008410
SB000051,ST000401,UT-1,90,MR008411
SB000051,ST000401,UT-2,14,MR008412
SB000051,ST000401,UT-3,55,MR008413
SB000051,ST000401,HY,33,MR008414
SB000051,ST000401,FA,24,MR008415
SB000052,ST000401,UT-1,0,MR008416
SB000052,ST000401,UT-2,4,MR008417
SB000052,ST000401,UT-3,71,MR008418
SB000052,ST000401,HY,43,MR008419
SB000052,ST000401,FA,30,MR008420
SB000053,ST000401,UT-1,83,MR008421
SB000053,ST000401,UT-2,22,MR008422
SB000053,ST000401,UT-3,68,MR008423
SB000053,ST000401,HY,24,MR008424
SB000053,ST000401,FA,84,MR008425
SB000051,ST000402,UT-1,54,MR008426
SB000051,ST000402,UT-2,64,MR008427
SB000051,ST000402,UT-3,62,MR008428
SB000051,ST000402,HY,59,MR008429
SB000051,ST000402,FA,67,MR008430
SB000052,ST000402,UT-1,85,MR008431
SB000052,ST000402,UT-2,16,MR008432
SB000052,ST000402,UT-3,55,MR008433
SB000052,ST000402,HY,20,MR008434
SB000052,ST000402,FA,95,MR008435
SB000053,ST000402,UT-1,18,MR008436
SB000053,ST000402,UT-2,74,MR008437
SB000053,ST000402,UT-3,42,MR008438
SB000053,ST000402,HY,28,MR008439
SB000053,ST000402,FA,96,MR008440
SB000051,ST000403,UT-1,37,MR008441
SB000051,ST000403,UT-2,13,MR008442
SB000051,ST000403,UT-3,67,MR008443
SB000051,ST000403,HY,38,MR008444
SB000051,ST000403,FA,32,MR008445
SB000052,ST000403,UT-1,68,MR008446
SB000052,ST000403,UT-2,39,MR008447
SB000052,ST000403,UT-3,83,MR008448
SB000052,ST000403,HY,14,MR008449
SB000052,ST000403,FA,49,MR008450
SB000053,ST000403,UT-1,86,MR008451
SB000053,ST000403,UT-2,83,MR008452
SB000053,ST000403,UT-3,28,MR008453
SB000053,ST000403,HY,60,MR008454
SB000053,ST000403,FA,51,MR008455
SB000051,ST000404,UT-1,32,MR008456
SB000051,ST000404,UT-2,34,MR008457
SB000051,ST000404,UT-3,68,MR008458
SB000051,ST000404,HY,41,MR008459
SB000051,ST000404,FA,10,MR008460
SB000052,ST000404,UT-1,28,MR008461
SB000052,ST000404,UT-2,3,MR008462
SB000052,ST000404,UT-3,37,MR008463
SB000052,ST000404,HY,18,MR008464
SB000052,ST000404,FA,2,MR008465
SB000053,ST000404,UT-1,51,MR008466
SB000053,ST000404,UT-2,26,MR008467
SB000053,ST000404,UT-3,4,MR008468
SB000053,ST000404,HY,93,MR008469
SB000053,ST000404,FA,57,MR008470
SB000051,ST000405,UT-1,91,MR008471
SB000051,ST000405,UT-2,49,MR008472
SB000051,ST000405,UT-3,29,MR008473
SB000051,ST000405,HY,32,MR008474
SB000051,ST000405,FA,73,MR008475
SB000052,ST000405,UT-1,89,MR008476
SB000052,ST000405,UT-2,22,MR008477
SB000052,ST000405,UT-3,15,MR008478
SB000052,ST000405,HY,98,MR008479
SB000052,ST000405,FA,13,MR008480
SB000053,ST000405,UT-1,100,MR008481
SB000053,ST000405,UT-2,68,MR008482
SB000053,ST000405,UT-3,13,MR008483
SB000053,ST000405,HY,95,MR008484
SB000053,ST000405,FA,76,MR008485
SB000051,ST000406,UT-1,69,MR008486
SB000051,ST000406,UT-2,15,MR008487
SB000051,ST000406,UT-3,39,MR008488
SB000051,ST000406,HY,31,MR008489
SB000051,ST000406,FA,79,MR008490
SB000052,ST000406,UT-1,100,MR008491
SB000052,ST000406,UT-2,94,MR008492
SB000052,ST000406,UT-3,40,MR008493
SB000052,ST000406,HY,97,MR008494
SB000052,ST000406,FA,30,MR008495
SB000053,ST000406,UT-1,66,MR008496
SB000053,ST000406,UT-2,43,MR008497
SB000053,ST000406,UT-3,35,MR008498
SB000053,ST000406,HY,32,MR008499
SB000053,ST000406,FA,43,MR008500
SB000051,ST000407,UT-1,73,MR008501
SB000051,ST000407,UT-2,10,MR008502
SB000051,ST000407,UT-3,83,MR008503
SB000051,ST000407,HY,7,MR008504
SB000051,ST000407,FA,34,MR008505
SB000052,ST000407,UT-1,37,MR008506
SB000052,ST000407,UT-2,50,MR008507
SB000052,ST000407,UT-3,66,MR008508
SB000052,ST000407,HY,93,MR008509
SB000052,ST000407,FA,81,MR008510
SB000053,ST000407,UT-1,49,MR008511
SB000053,ST000407,UT-2,36,MR008512
SB000053,ST000407,UT-3,12,MR008513
SB000053,ST000407,HY,3,MR008514
SB000053,ST000407,FA,86,MR008515
SB000051,ST000408,UT-1,82,MR008516
SB000051,ST000408,UT-2,4,MR008517
SB000051,ST000408,UT-3,47,MR008518
SB000051,ST000408,HY,91,MR008519
SB000051,ST000408,FA,18,MR008520
